Youtuber,subscribers,video views,category,Title,uploads,Country,channel_type,video_views_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,Population,Latitude,Longitude
Infobells Bangla,15500000,7776706184.0,Education,Infobells Bangla,359,India,Education,687.0,32.0,167888000.0,42000.0,671600.0,503700.0,8100000.0,300000.0,2016.0,1366417754.0,20.593684,78.96288
ýýýýýýýý ýý ýýýýýýýý,15500000,8265129639.0,Shows,ýýýýýýýý ýý ýýýýýýýý,1021,Saudi Arabia,Film,619.0,33.0,135036000.0,33800.0,540100.0,405100.0,6500000.0,300000.0,2017.0,34268528.0,23.885942,45.079162
Henrique e Juliano,15500000,14619523361.0,Music,Henrique e Juliano,325,Brazil,Music,236.0,123.0,163678000.0,40900.0,654700.0,491000.0,7900000.0,0.0,2009.0,212559417.0,-14.235004,-51.92528
Mr DegrEE,15500000,12880388253.0,Science & Technology,MrDegree,0,United States,Entertainment,4057944.0,4453.0,0.0,0.0,0.0,0.0,0.0,10.0,2016.0,328239523.0,37.09024,-95.712891
Kashvi Adlakha,15500000,12714141740.0,Entertainment,Kashvi Adlakha,1525,India,Entertainment,300.0,141.0,139123000.0,34800.0,556500.0,417400.0,6700000.0,200000.0,2017.0,1366417754.0,20.593684,78.96288
Talking Tom & Friends,15500000,6396049701.0,Entertainment,Talking Tom & Friends,417,United States,Film,956.0,34.0,27375000.0,6800.0,109500.0,82100.0,1300000.0,0.0,2010.0,328239523.0,37.09024,-95.712891
ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,15500000,4499826716.0,Howto & Style,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,5183,Egypt,Howto,1597.0,22.0,32916000.0,8200.0,131700.0,98700.0,1600000.0,100000.0,2017.0,100388073.0,26.820553,30.802498
Harsh Beniwal,15400000,1781226000.0,Comedy,Harsh Beniwal,165,India,Comedy,5724.0,27.0,27963000.0,7000.0,111900.0,83900.0,1300000.0,100000.0,2015.0,1366417754.0,20.593684,78.96288
FFUNTV,15400000,11513738907.0,Gaming,FFUNTV,379,United Arab Emirates,Entertainment,349.0,141.0,80172000.0,20000.0,320700.0,240500.0,3800000.0,200000.0,2018.0,9770529.0,23.424076,53.847818
Mobile Legends: Bang Bang,15400000,1543608082.0,Gaming,Mobile Legends: Bang Bang,1647,United States,Games,6793.0,45.0,55369000.0,13800.0,221500.0,166100.0,2700000.0,100000.0,2016.0,328239523.0,37.09024,-95.712891
Roman Atwood Vlogs,15400000,5469103954.0,People & Blogs,Roman Atwood Vlogs,1756,United States,People,1201.0,42.0,1583000.0,396.0,6300.0,4700.0,76000.0,0.0,2013.0,328239523.0,37.09024,-95.712891
Mrwhosetheboss,15400000,3736069980.0,Science & Technology,Mrwhosetheboss,1577,United Kingdom,Tech,2083.0,12.0,167697000.0,41900.0,670800.0,503100.0,8000000.0,400000.0,2011.0,66834405.0,55.378051,-3.435973
Genierock,15400000,14564170905.0,Music,Genierock,1725,Thailand,Music,239.0,124.0,82798000.0,20700.0,331200.0,248400.0,4000000.0,100000.0,2008.0,69625582.0,15.870032,100.992541
zayn,15400000,4909687948.0,Music,zayn,21,United States,Music,1401.0,124.0,36790000.0,9200.0,147200.0,110400.0,1800000.0,100000.0,2016.0,328239523.0,37.09024,-95.712891
Kerajinan 5-Menit,15400000,4750420071.0,People & Blogs,Kerajinan 5-Menit,4186,Indonesia,Howto,1461.0,23.0,19740000.0,4900.0,79000.0,59200.0,947500.0,0.0,2018.0,270203917.0,-0.789275,113.921327
FC Barcelona,15300000,2656528205.0,Sports,FC Barcelona,10988,Spain,Sports,3356.0,9.0,84867000.0,21200.0,339500.0,254600.0,4100000.0,200000.0,2006.0,47076781.0,40.463667,-3.74922
Dave and Ava - Nursery Rhymes and Baby Songs,15300000,10714145606.0,Education,Dave and Ava - Nursery Rhymes and Baby Songs,851,United States,Education,390.0,33.0,77053000.0,19300.0,308200.0,231200.0,3700000.0,0.0,2014.0,328239523.0,37.09024,-95.712891
LOKESH GAMER,15300000,1640078055.0,Gaming,LOKESH GAMER,1397,India,Games,6356.0,46.0,5920000.0,1500.0,23700.0,17800.0,284200.0,0.0,2017.0,1366417754.0,20.593684,78.96288
ILYA BORZOV,15300000,9938811455.0,People & Blogs,ILYA BORZOV,2175,Russia,People,441.0,42.0,475565000.0,118900.0,1900000.0,1400000.0,22800000.0,800000.0,2021.0,144373535.0,61.52401,105.318756
Mazhavil Manorama,15300000,16545966132.0,Entertainment,Mazhavil Manorama,87864,India,Entertainment,175.0,142.0,361483000.0,90400.0,1400000.0,1100000.0,17400000.0,300000.0,2011.0,1366417754.0,20.593684,78.96288
Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15200000,857725714.0,People & Blogs,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,194,India,Film,13929.0,35.0,65380000.0,16300.0,261500.0,196100.0,3100000.0,1300000.0,2017.0,1366417754.0,20.593684,78.96288
The MriDul,15200000,4503880875.0,Comedy,The MriDul,106,India,Comedy,1593.0,28.0,98329000.0,24600.0,393300.0,295000.0,4700000.0,200000.0,2015.0,1366417754.0,20.593684,78.96288
Niana Guerrero,15200000,1491452935.0,Entertainment,Niana Guerrero,443,Philippines,Entertainment,7153.0,144.0,9980000.0,2500.0,39900.0,29900.0,479000.0,0.0,2013.0,108116615.0,12.879721,121.774017
SRK MUSIC,15200000,6391679636.0,Music,SRK MUSIC,5056,India,Music,955.0,126.0,57809000.0,14500.0,231200.0,173400.0,2800000.0,200000.0,2012.0,1366417754.0,20.593684,78.96288
Sony LIV,15200000,7151683497.0,Entertainment,Sony LIV,11099,India,Entertainment,794.0,144.0,210909000.0,52700.0,843600.0,632700.0,10100000.0,300000.0,2014.0,1366417754.0,20.593684,78.96288
T-Series Hamaar Bhojpuri,15200000,7564652648.0,Entertainment,T-Series Hamaar Bhojpuri,9862,India,Music,728.0,125.0,105978000.0,26500.0,423900.0,317900.0,5100000.0,200000.0,2011.0,1366417754.0,20.593684,78.96288
Oyuncak Avï¿,15200000,8333387785.0,Entertainment,Oyuncak Avï¿,654,Turkey,Entertainment,615.0,144.0,4427000.0,1100.0,17700.0,13300.0,212500.0,0.0,2014.0,83429615.0,38.963745,35.243322
CNN,15200000,14198154095.0,News & Politics,CNN,160405,United States,News,247.0,16.0,187006000.0,46800.0,748000.0,561000.0,9000000.0,100000.0,2005.0,328239523.0,37.09024,-95.712891
NDTV India,15200000,6624168155.0,News & Politics,NDTV India,91704,India,News,900.0,16.0,49662000.0,12400.0,198600.0,149000.0,2400000.0,100000.0,2008.0,1366417754.0,20.593684,78.96288
It's Mamix,15100000,1777072487.0,People & Blogs,It's Mamix,210,United States,People,5778.0,44.0,15984000.0,4000.0,63900.0,48000.0,767200.0,0.0,2017.0,328239523.0,37.09024,-95.712891
Kim Loaiza,15100000,1576633086.0,Music,Kim Loaiza,18,Unknown,Music,6655.0,127.0,26053000.0,6500.0,104200.0,78200.0,1300000.0,100000.0,2019.0,0.0,0.0,0.0
Daftar Populer,15100000,2143140898.0,Education,Daftar Populer,3810,Indonesia,Entertainment,4520.0,144.0,17231000.0,4300.0,68900.0,51700.0,827100.0,100000.0,2017.0,270203917.0,-0.789275,113.921327
Musas,15100000,2400037562.0,Howto & Style,Jordi Sala,159,Andorra,People,3889418.0,7615.0,86.0,0.02,0.34,0.26,4.0,0.0,2006.0,0.0,0.0,0.0
Ranz Kyle,15100000,1760131384.0,People & Blogs,Ranz Kyle,533,Philippines,Entertainment,5849.0,145.0,12376000.0,3100.0,49500.0,37100.0,594000.0,0.0,2008.0,108116615.0,12.879721,121.774017
PowerfulJRE,15100000,3060202847.0,People & Blogs,PowerfulJRE,1037,United States,People,2796.0,43.0,43409000.0,10900.0,173600.0,130200.0,2100000.0,200000.0,2013.0,328239523.0,37.09024,-95.712891
Mariale,15100000,2761547758.0,Howto & Style,Mariale,2618,United States,Entertainment,3241.0,145.0,11956000.0,3000.0,47800.0,35900.0,573900.0,0.0,2010.0,328239523.0,37.09024,-95.712891
Makiman131,15100000,4236036141.0,Gaming,Makiman131,2997,Spain,Entertainment,1760.0,145.0,5972000.0,1500.0,23900.0,17900.0,286600.0,0.0,2013.0,47076781.0,40.463667,-3.74922
Hongyu ASMR ï¿½ï¿½,15100000,4967784343.0,People & Blogs,Hongyu ASMR ï¿½ï¿½ï,1,Unknown,People,4057925.0,7694.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,0.0,0.0,0.0
Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,15100000,5324913850.0,People & Blogs,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,753,Egypt,Entertainment,1242.0,145.0,46060000.0,11500.0,184200.0,138200.0,2200000.0,100000.0,2014.0,100388073.0,26.820553,30.802498
EdisonPts,15100000,6668507856.0,Gaming,EdisonPts,3733,Russia,Games,894.0,47.0,95603000.0,23900.0,382400.0,286800.0,4600000.0,100000.0,2013.0,144373535.0,61.52401,105.318756
BIGBANG,15100000,7857371770.0,Music,BIGBANG,776,South Korea,Music,680.0,127.0,40806000.0,10200.0,163200.0,122400.0,2000000.0,0.0,2005.0,51709098.0,35.907757,127.766922
Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15100000,9477021288.0,Comedy,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,921,Argentina,Comedy,491.0,28.0,512343000.0,128100.0,2000000.0,1500000.0,24600000.0,700000.0,2016.0,44938712.0,-38.416097,-63.616672
ABS-CBN News,15100000,10489367372.0,News & Politics,ABS-CBN News,209520,Philippines,News,404.0,17.0,181644000.0,45400.0,726600.0,544900.0,8700000.0,100000.0,2009.0,108116615.0,12.879721,121.774017
Chapitosiki,15100000,13897932103.0,Entertainment,Chapitosiki,2717,Russia,Entertainment,256.0,143.0,713509000.0,178400.0,2900000.0,2100000.0,34200000.0,700000.0,2020.0,144373535.0,61.52401,105.318756
AdeleVEVO,15100000,12413869881.0,Music,AdeleVEVO,52,United Kingdom,Music,309.0,127.0,84750000.0,21200.0,339000.0,254300.0,4100000.0,100000.0,2009.0,66834405.0,55.378051,-3.435973
MoreAliA,15000000,4352427049.0,Gaming,MoreAliA,2324,United Kingdom,Games,1663.0,47.0,250995000.0,62700.0,1000000.0,753000.0,12000000.0,600000.0,2013.0,66834405.0,55.378051,-3.435973
Chetan Monga Vlogs,15000000,9924103188.0,People & Blogs,Chetan Monga Vlogs,899,India,People,457.0,45.0,113572000.0,28400.0,454300.0,340700.0,5500000.0,400000.0,2014.0,1366417754.0,20.593684,78.96288
Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15000000,8897705695.0,Entertainment,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,795,Brazil,Education,548.0,34.0,145478000.0,36400.0,581900.0,436400.0,7000000.0,0.0,2018.0,212559417.0,-14.235004,-51.92528
League of Legends,15000000,7159750970.0,Gaming,League of Legends,1362,United States,Games,805.0,48.0,43133000.0,10800.0,172500.0,129400.0,2100000.0,0.0,2009.0,328239523.0,37.09024,-95.712891
TheRichest,15000000,2730879024.0,Education,Therichest,0,United States,Games,4057944.0,7445.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,328239523.0,37.09024,-95.712891
XpressTV,15000000,4008801873.0,Entertainment,XpressTV,724,Mexico,Entertainment,1907.0,146.0,33880000.0,8500.0,135500.0,101600.0,1600000.0,100000.0,2014.0,126014024.0,23.634501,-102.552784
PlayStation,15000000,4741434420.0,Gaming,PlayStation,20292,United States,Games,1469.0,48.0,41789000.0,10400.0,167200.0,125400.0,2000000.0,100000.0,2005.0,328239523.0,37.09024,-95.712891
Kwebbelkop,15000000,6889304306.0,Gaming,Kwebbelkop,5198,United States,Film,857.0,37.0,29724000.0,7400.0,118900.0,89200.0,1400000.0,100000.0,2008.0,328239523.0,37.09024,-95.712891
Republic Bharat,15000000,7536093065.0,News & Politics,Gyani Beast,206,India,News,1145576.0,1992.0,998.0,0.25,4.0,3.0,48.0,0.0,2018.0,1366417754.0,20.593684,78.96288
THE BROWN SIBLINGS,15000000,8658553456.0,Entertainment,THE BROWN SIBLINGS,965,India,Entertainment,577.0,145.0,102357000.0,25600.0,409400.0,307100.0,4900000.0,200000.0,2016.0,1366417754.0,20.593684,78.96288
Sony Music South,15000000,9978734160.0,Music,Sony Music South,2726,India,Music,439.0,127.0,242185000.0,60500.0,968700.0,726600.0,11600000.0,300000.0,2014.0,1366417754.0,20.593684,78.96288
BigSchool,15000000,9996133066.0,Gaming,Big School,68,Unknown,Film,4056600.0,5289.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,0.0
Ray William Johnson,15000000,10239836582.0,Entertainment,Ray William Johnson,1803,United States,Comedy,423.0,29.0,312858000.0,78200.0,1300000.0,938600.0,15000000.0,200000.0,2008.0,328239523.0,37.09024,-95.712891
KOMPASTV,15000000,11827310821.0,News & Politics,KOMPASTV,269050,Indonesia,News,331.0,17.0,113064000.0,28300.0,452300.0,339200.0,5400000.0,100000.0,2013.0,270203917.0,-0.789275,113.921327
ISSEI / ï¿½ï¿½ï¿½ï¿½,15000000,13562853889.0,Comedy,ISSEI / ï¿½ï¿½ï¿½ï¿½,1788,Japan,Comedy,277.0,29.0,282372000.0,70600.0,1100000.0,847100.0,13600000.0,900000.0,2014.0,126226568.0,36.204824,138.252924
Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,15000000,11506702632.0,Music,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,340,Brazil,Music,347.0,128.0,182871000.0,45700.0,731500.0,548600.0,8800000.0,0.0,2012.0,212559417.0,-14.235004,-51.92528
A2 Motivation by Arvind Arora,15000000,8932038210.0,Entertainment,A2 Motivation by Arvind Arora,3168,India,Entertainment,544.0,146.0,130731000.0,32700.0,522900.0,392200.0,6300000.0,200000.0,2017.0,1366417754.0,20.593684,78.96288
50 Cent,14900000,10069000444.0,Music,50 Cent,419,United States,Music,435.0,129.0,119812000.0,30000.0,479200.0,359400.0,5800000.0,100000.0,2007.0,328239523.0,37.09024,-95.712891
MNCTV OFFICIAL,14900000,8074260978.0,Entertainment,MNCTV OFFICIAL,66362,Indonesia,Entertainment,639.0,146.0,43581000.0,10900.0,174300.0,130700.0,2100000.0,100000.0,2012.0,270203917.0,-0.789275,113.921327
ERB,14900000,4033400167.0,Entertainment,ERB,86,United States,Entertainment,1886.0,147.0,11043000.0,2800.0,44200.0,33100.0,530100.0,0.0,2006.0,328239523.0,37.09024,-95.712891
melanie martinez,14900000,4395184343.0,Music,melanie martinez,127,United States,Music,1656.0,129.0,56358000.0,14100.0,225400.0,169100.0,2700000.0,100000.0,2007.0,328239523.0,37.09024,-95.712891
iTownGamePlay *Terror&Diversiï¿½ï,14900000,4977284539.0,Entertainment,iTownGamePlay *Terror&Diversiï¿½ï,8420,Spain,Games,1377.0,49.0,13857000.0,3500.0,55400.0,41600.0,665200.0,100000.0,2012.0,47076781.0,40.463667,-3.74922
ýýýýýýýýýýýý8 : Thai Ch8,14900000,5549770244.0,Entertainment,ýýýýýýýýýýýý8 : Thai Ch8,27944,Thailand,Entertainment,1181.0,147.0,49556000.0,12400.0,198200.0,148700.0,2400000.0,100000.0,2011.0,69625582.0,15.870032,100.992541
ZutiGang,14900000,15913320995.0,People & Blogs,ZutiGang,1363,Unknown,People,192.0,45.0,346653000.0,86700.0,1400000.0,1000000.0,16600000.0,400000.0,2021.0,0.0,0.0,0.0
ýýýýýý,14900000,439098.0,People & Blogs,ýýýýýý,1,Russia,News,3609784.0,19.0,7697.0,2.0,31.0,23.0,369.0,0.0,2008.0,144373535.0,61.52401,105.318756
TazerCraft,14900000,5956193599.0,Gaming,TazerCraft,4175,Brazil,Games,1066.0,49.0,39775000.0,9900.0,159100.0,119300.0,1900000.0,100000.0,2011.0,212559417.0,-14.235004,-51.92528
Bayashi TV,14900000,8615618825.0,Entertainment,ýýýýýýýýýýýýýýýýýýBAYASHITV,93,Japan,Autos,3468229.0,3271.0,2477.0,0.62,10.0,7.0,119.0,9.0,2012.0,126226568.0,36.204824,138.252924
Fueled By Ramen,14800000,13356517783.0,Music,Fueled By Ramen,1210,United States,Entertainment,276.0,148.0,61205000.0,15300.0,244800.0,183600.0,2900000.0,0.0,2006.0,328239523.0,37.09024,-95.712891
CrashCourse,14800000,1833519700.0,Education,CrashCourse,1481,United States,Education,5533.0,35.0,7177000.0,1800.0,28700.0,21500.0,344500.0,0.0,2006.0,328239523.0,37.09024,-95.712891
MattyBRaps,14800000,3587576784.0,Music,MattyBRaps,195,United States,Music,2226.0,130.0,22980000.0,5700.0,91900.0,68900.0,1100000.0,0.0,2010.0,328239523.0,37.09024,-95.712891
Lachlan,14800000,5269059435.0,Gaming,Lachlan,3834,Australia,Games,1253.0,50.0,21072000.0,5300.0,84300.0,63200.0,1000000.0,0.0,2013.0,25766605.0,-25.274398,133.775136
ýýýýýýýý ýýýýýýýý,14800000,7018015062.0,Howto & Style,ýýýýýýýý ýýýýýýýý,2387,Ukraine,Howto,828.0,25.0,47117000.0,11800.0,188500.0,141400.0,2300000.0,0.0,2015.0,44385155.0,48.379433,31.16558
Meghan Trainor,14800000,8649303688.0,People & Blogs,Meghan Trainor,233,United States,Music,580.0,130.0,51645000.0,12900.0,206600.0,154900.0,2500000.0,0.0,2008.0,328239523.0,37.09024,-95.712891
Jorge & Mateus Oficial,14800000,9076642765.0,Music,Jorge & Mateus Oficial,318,Brazil,Music,529.0,130.0,88120000.0,22000.0,352500.0,264400.0,4200000.0,0.0,2008.0,212559417.0,-14.235004,-51.92528
Major Lazer Official,14800000,9383431376.0,Music,MajorLazerOfficial,0,Unknown,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,0.0,0.0,0.0
Beast Philanthropy,14800000,272678287.0,People & Blogs,Beast Philanthropy,34,Germany,Games,3968552.0,4443.0,37883.0,9.0,152.0,114.0,1800.0,3580.0,2015.0,83132799.0,51.165691,10.451526
Filaretiki,14800000,15788208522.0,Unknown,Filaretiki,2222,United States,People,195.0,46.0,1203000000.0,300800.0,4800000.0,3600000.0,57800000.0,1700000.0,2021.0,328239523.0,37.09024,-95.712891
5-Minute Crafts Recycle,14800000,8866012877.0,People & Blogs,5-Minute Crafts Recycle,3867,United States,Howto,554.0,25.0,53181000.0,13300.0,212700.0,159500.0,2600000.0,0.0,2019.0,328239523.0,37.09024,-95.712891
ýýýýýýýýýý ýýýýýýýýýýýý,14700000,2230986039.0,Entertainment,ýýýýýýýýýý ýýýýýýýýýýýý,1385,Saudi Arabia,Entertainment,4276.0,149.0,2694000.0,673.0,10800.0,8100.0,129300.0,0.0,2016.0,34268528.0,23.885942,45.079162
Maha Fun Tv,14700000,1321380490.0,Entertainment,Maha Fun Tv,85,United States,Entertainment,8317.0,149.0,4781000.0,1200.0,19100.0,14300.0,229500.0,0.0,2017.0,328239523.0,37.09024,-95.712891
Canal Nostalgia,14700000,1506796393.0,Entertainment,Canal Nostalgia TV,554,Spain,Entertainment,325721.0,2275.0,226420.0,57.0,906.0,679.0,10900.0,600.0,2010.0,47076781.0,40.463667,-3.74922
The Slow Mo Guys,14700000,2465473772.0,Entertainment,The Slow Mo Guys,317,United States,Education,3746.0,36.0,18978000.0,4700.0,75900.0,56900.0,911000.0,0.0,2010.0,328239523.0,37.09024,-95.712891
StudyIQ IAS,14700000,4029253667.0,Education,StudyIQ IAS,43564,India,Education,1879.0,36.0,74483000.0,18600.0,297900.0,223400.0,3600000.0,200000.0,2015.0,1366417754.0,20.593684,78.96288
Chad Wild Clay,14700000,6751985988.0,Comedy,Chad Wild Clay,698,United States,Entertainment,885.0,149.0,36338000.0,9100.0,145400.0,109000.0,1700000.0,100000.0,2006.0,328239523.0,37.09024,-95.712891
CollegeHumor,14700000,7255848125.0,Comedy,CollegeHumor,4340,United States,Comedy,798.0,30.0,55583000.0,0.0,0.0,0.0,0.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Netflix Jr.,14700000,8882319696.0,Education,Netflix Jr.,1996,United States,Education,552.0,36.0,79402000.0,19900.0,317600.0,238200.0,3800000.0,100000.0,2012.0,328239523.0,37.09024,-95.712891
Colors Rishtey,14700000,12362331529.0,Entertainment,Colors Rishtey,23490,India,Entertainment,310.0,148.0,347603000.0,86900.0,1400000.0,1000000.0,16700000.0,400000.0,2013.0,1366417754.0,20.593684,78.96288
ABC News,14700000,12961669452.0,News & Politics,ABC News,80830,United States,News,289.0,18.0,185709000.0,46400.0,742800.0,557100.0,8900000.0,100000.0,2006.0,328239523.0,37.09024,-95.712891
Camila Loures,14700000,4684983333.0,Music,Camila Loures,3978,Brazil,Entertainment,1501.0,149.0,40975000.0,10200.0,163900.0,122900.0,2000000.0,100000.0,2014.0,212559417.0,-14.235004,-51.92528
Doc Tops,14600000,2613197447.0,Entertainment,Doc Tops,490,Ecuador,Entertainment,3458.0,150.0,16409000.0,4100.0,65600.0,49200.0,787600.0,100000.0,2014.0,17373662.0,-1.831239,-78.183406
Auron,14600000,3337074920.0,People & Blogs,Auron,961,Spain,Games,2455.0,51.0,60568000.0,15100.0,242300.0,181700.0,2900000.0,0.0,2013.0,47076781.0,40.463667,-3.74922
Jesser,14600000,3603556207.0,Gaming,Jesser,1244,United States,Entertainment,2223.0,150.0,92594000.0,23100.0,370400.0,277800.0,4400000.0,400000.0,2012.0,328239523.0,37.09024,-95.712891
Planeta das Gï¿½ï¿½,14600000,4622581344.0,People & Blogs,Planeta das Gï¿½ï¿½,951,Brazil,Entertainment,1534.0,150.0,10547000.0,2600.0,42200.0,31600.0,506300.0,0.0,2015.0,212559417.0,-14.235004,-51.92528
PrestonPlayz,14600000,5766647017.0,Gaming,Preston,4009,United States,Entertainment,621.0,72.0,151697000.0,37900.0,606800.0,455100.0,7300000.0,200000.0,2012.0,328239523.0,37.09024,-95.712891
Martin Garrix,14600000,6017932195.0,Music,Martin Garrix,365,United States,Music,1044.0,131.0,35528000.0,8900.0,142100.0,106600.0,1700000.0,0.0,2011.0,328239523.0,37.09024,-95.712891
O Reino Infantil,14600000,11182302317.0,Music,O Reino Infantil,1206,Brazil,Music,369.0,131.0,109865000.0,27500.0,439500.0,329600.0,5300000.0,100000.0,2014.0,212559417.0,-14.235004,-51.92528
Fifth Harmony,14600000,7952268926.0,Music,Fifth Harmony,67,United States,Music,659.0,131.0,37632000.0,9400.0,150500.0,112900.0,1800000.0,0.0,2013.0,328239523.0,37.09024,-95.712891
Mis Pastelitos,14600000,2750902766.0,Howto & Style,Mis Pastelitos,603,Mexico,Music,3248.0,131.0,50677000.0,12700.0,202700.0,152000.0,2400000.0,100000.0,2014.0,126014024.0,23.634501,-102.552784
Noman Official,14600000,5525773746.0,Comedy,Noman Official,560,India,Film,1185.0,38.0,139116000.0,34800.0,556500.0,417300.0,6700000.0,500000.0,2019.0,1366417754.0,20.593684,78.96288
LEGENDA FUNK,14500000,2440718089.0,Music,LegendaFUNK,0,Brazil,Music,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212559417.0,-14.235004,-51.92528
Like Nastya Stories,14500000,6944967581.0,Entertainment,Like Nastya Stories,479,United States,Entertainment,848.0,151.0,29941000.0,7500.0,119800.0,89800.0,1400000.0,0.0,2019.0,328239523.0,37.09024,-95.712891
les boys tv2,14500000,4577292740.0,Entertainment,les boys tv2,453,United States,Film,1565.0,39.0,449576.0,112.0,1800.0,1300.0,21600.0,0.0,2017.0,328239523.0,37.09024,-95.712891
Lotus Music,14500000,1739129375.0,Unknown,Lotus Music,514,India,Tech,5926.0,13.0,23034000.0,5800.0,92100.0,69100.0,1100000.0,100000.0,2021.0,1366417754.0,20.593684,78.96288
